,comm_date,author,author_id,likes,comment,video_id
91,2024-12-04T07:52:57Z,@yutibibo109,UCsq7THzJ15KFOA6zIATuKIw,0,Kita ya di bantu usaha kecil pkl,rrZBXyl7ScQ
92,2024-12-04T07:51:59Z,@dewidewi12653,UCkyhIwxNyYA59zdL7omciKQ,0,"lha yo to pak podo wae. intine mudak e 500 ewu. dudu 2 jt 😂
sing anyar langsung 2 jt yo bener. wong aturane sing anyar. lha sing kawak yo 2 jt. tp mundake mung 500 ewu. intine ora oleh tambahan gaji 2 jt. koyo omonge hasyim 😂",rrZBXyl7ScQ
93,2024-12-04T07:50:23Z,@ahmadrajabp.3256,UCzeh6N8SmSeyv2N4rXKAn5g,0,"Sabar para honorer, ternyata kita harus lebih bnyak belajar makna bahasa, bukan naik 2 juta, tapi naiknya 500 ribu",rrZBXyl7ScQ
94,2024-12-04T07:44:39Z,@YusupSupriadi-vj2xj,UCHaAHDkYxD-cAbZyBUmbVWA,0,Naik 500 jadi 2 juta. Itu maksud nya.yang bilank prank brati gak sampai pikiran nya secara koherensi. Memang itu penting nya.mencegah stanting dan asupan makanan bergizi sejak kecil.biar IQ nya meningkat.,rrZBXyl7ScQ
95,2024-12-04T07:41:18Z,@muhamadibran1854,UCis1LlEl9q9wb39WcoTVdEw,0,GURU DI PRANG..PRABOWO OMON OMON..,rrZBXyl7ScQ
96,2024-12-04T07:40:00Z,@Arudinarudin777,UC1rcdnDX4fkeBCir4pkHIhw,0,Naiknya tahun anggaran 2025 ...,rrZBXyl7ScQ
97,2024-12-04T07:35:55Z,@ahmadhdp,UCkC-TFCSXL9PggLNbTbk4eA,0,Brarti yg sudah sertifikkasi lama gak naek to pak..oalahhhh...priben kiyee to,rrZBXyl7ScQ
98,2024-12-04T07:34:48Z,@masfufahmaulana3872,UCXlIVJIRYD77JOCkxFAx-ww,0,🥱🥱🥱🥱 lucu d dunia pendidikan ....pa kira2 pantasnfapat kan nya ...pa udah bnr2 sesuai dgn krja nya,rrZBXyl7ScQ
99,2024-12-04T07:30:52Z,@MeldiMeldi-ri2hb,UC-a6zskyj1rEfHO8zA4DXjg,0,SBY tersenyum sambil ngopi di halaman belakang 😊😊😊,rrZBXyl7ScQ
100,2024-12-04T07:19:42Z,@acepjunaedi8425,UC_r3HJaP1oEQZHLS0sD9eCw,0,"prabowo naikaan gaji guru 2 juta hanya frank, nyatanya cuma 500 ribu untuk tunjungan sertifikasi dan bagi guru yg ASN tidak ada kenaikan apapun, bagaimana dengan kesejahteraan guru yg honor yg belum tersetifikasi yg hanya di gaji 300 ribu perbulan, kelihatannya keren padahal pencitraan, seharusnya semua guru harus mendapat penambahan penghasilan terutama gaji pokoknya yg dinaikan bukan tunjangannya ,baik ASN maupun non ASN, baik yg tersertifikasi maupun yang belum tersertifikasi. karena kalau tunjangan sifatnya sementara dia masih aktif bekerja.",rrZBXyl7ScQ
101,2024-12-04T07:03:40Z,@user-sp9gv3kl3v,UCpf8ubbWRUtmQZ8ZV2N8V8A,0,Cuman omon omon doank... Gayanya selangit...,rrZBXyl7ScQ
102,2024-12-04T06:58:19Z,@forsis2710,UC13N-rFOYE4Jjzfh77QK5_A,0,"Makanya waktu diumumkan jangan tepuk tangan dulu,terus bagaimana klu keterangannya seperti itu,ayo semua guru seluruh Indonesia tepuk tangan.",rrZBXyl7ScQ
103,2024-12-04T06:55:07Z,@akmalakmal3185,UCiX6ehpW4sl8sqEh94XLkOw,0,"Terus kenapa diumumkan kalo ternyata hanya sertifikasi, toh sertifijasi juga dari dulu lalu apa urgensinya diumumkan , hanya mau pencitraan belaka mau dibilang pemimpinku hebat😭😭😭",rrZBXyl7ScQ
104,2024-12-04T06:53:29Z,@leezleez3969,UCs-JRd_hxPxMLA1T2ikeieA,0,Hanya Indonesia guru yg gk punya gaji..saya kerja di Bahrain istrinya bos ku gaji nya 5 juta padahal dia hanya guru tk dan klw gaji guru smp sebanyak 15 juta perbulan.,rrZBXyl7ScQ
105,2024-12-04T06:49:28Z,@Kang_Mustaqim,UCcTfEWp5pjh2LDwUjbbNpSw,0,Bhahah tak ada yg istimewa😂😂,rrZBXyl7ScQ
106,2024-12-04T06:48:46Z,@FatmawatiadibahIlham,UCea04SyQDP13uwYyK_tqfVg,1,Guru pahlawan tanpa jasa mengajar dengan ikhlas tanpa mengharapkan gaji berkali lipat😅 guru guru kami dulu hidup sederhana gak hedon kayak sekarang😅 mencetak generasi yg cerdas dan tangguh... jujur dan amanah ❤ tdk selalu berorientasi pada gaji,rrZBXyl7ScQ
107,2024-12-04T06:43:45Z,@Sandy-e1r1j,UC03oLRTnsq01PKZaMNG3OoQ,0,Akibat pidato yg gk jelas. ..mknya pd sibuk memberi penjelasan....😂,rrZBXyl7ScQ
108,2024-12-04T06:38:09Z,@imamwahyudi8663,UCW37dnS168v42xYctNSNPjA,0,Ribet,rrZBXyl7ScQ
109,2024-12-04T06:37:19Z,@titawiati7339,UCgcEZtBH-i3tT16D-TUxq7g,0,jangan gampang diiming2i sesuatu...semua ada aturannya...jangan asal janji...kayak emak2 mau ngajak anaknya beli ini beli itu...padahal nggak punya duit,rrZBXyl7ScQ
